MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash
300968447,2024-07-31,2024-07-31 05:45:00,2024,7,Wednesday,5,35.038504,-89.917171,Fatal,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300978520,2024-10-04,2024-10-04 22:18:00,2024,10,Friday,22,35.107965,-89.966871,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301033148,2025-08-08,2025-08-08 23:56:00,2025,8,Friday,23,35.143787,-90.035126,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301032024,2025-08-04,2025-08-04 21:00:00,2025,8,Monday,21,35.10065,-90.04417,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301029922,2025-07-22,2025-07-22 21:14:00,2025,7,Tuesday,21,35.02085,-89.96364,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300997390,2025-01-19,2025-01-19 18:57:00,2025,1,Sunday,18,35.05229,-89.953426,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Dark-Lighted,Front to Rear,Other,1
301033189,2025-08-10,2025-08-10 01:02:00,2025,8,Sunday,1,35.055305,-89.83002,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Not Lighted,Front to Rear,Other,1
301032519,2025-08-07,2025-08-07 10:12:00,2025,8,Thursday,10,35.053303,-90.020355,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301034117,2025-08-16,2025-08-16 00:00:00,2025,8,Saturday,99,35.13734,-90.02782,Possible Injury,Pedestrian,Intersection-Unknown,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301032286,2025-08-05,2025-08-05 14:40:00,2025,8,Tuesday,14,35.133526,-90.026024,Suspected Minor Injury,Pedestrian,Not Intersection-Bike Path,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301032288,2025-08-06,2025-08-06 03:59:00,2025,8,Wednesday,3,35.105316,-89.87507,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300919809,2023-10-27,2023-10-27 13:46:00,2023,10,Friday,13,35.07241,-89.90506,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301000434,2025-02-07,2025-02-07 14:00:00,2025,2,Friday,14,35.08563,-89.895996,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301028225,2025-07-14,2025-07-14 00:42:00,2025,7,Monday,0,35.090973,-89.966515,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300981903,2024-10-25,2024-10-25 22:50:00,2024,10,Friday,22,35.217547,-90.003422,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300958953,2024-05-26,2024-05-26 02:42:00,2024,5,Sunday,2,35.204327,-89.77222,Fatal,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Dark-Lighted,Front to Rear,Other,1
301027786,2025-07-10,2025-07-10 22:25:00,2025,7,Thursday,22,35.13366,-89.95719,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2
301013733,2025-04-22,2025-04-22 16:03:00,2025,4,Tuesday,16,35.185863,-90.03467,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
301009007,2025-03-28,2025-03-28 20:35:00,2025,3,Friday,20,35.1619,-89.91725,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300998274,2025-01-25,2025-01-25 20:05:00,2025,1,Saturday,20,35.0698,-89.90615,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301023804,2025-06-16,2025-06-16 16:36:00,2025,6,Monday,16,35.137383,-89.99691,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301021288,2025-06-03,2025-06-03 17:30:00,2025,6,Tuesday,17,35.206932,-89.894615,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301015072,2025-04-30,2025-04-30 01:46:00,2025,4,Wednesday,1,35.035324,-90.028435,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300884596,2023-05-03,2023-05-03 22:56:00,2023,5,Wednesday,22,35.14032,-90.042816,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301015225,2025-04-29,2025-04-29 20:53:00,2025,4,Tuesday,20,35.111393,-89.94591,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301013655,2025-04-22,2025-04-22 07:45:00,2025,4,Tuesday,7,35.086067,-90.04352,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300998409,2025-01-26,2025-01-26 19:58:00,2025,1,Sunday,19,35.199635,-89.970535,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301008995,2025-03-28,2025-03-28 11:00:00,2025,3,Friday,11,35.02928,-90.10389,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Daylight,Angle,Other,1
301014935,2025-04-28,2025-04-28 21:01:00,2025,4,Monday,21,35.047585,-90.05515,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300885046,2023-05-06,2023-05-06 15:30:00,2023,5,Saturday,15,35.07442,-90.0204,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Crossover-Related,Daylight,HeadOn,Other,1
301028211,2025-07-12,2025-07-12 15:00:00,2025,7,Saturday,15,35.06351,-90.08579,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2
301010896,2025-04-07,2025-04-07 15:19:00,2025,4,Monday,15,35.133526,-90.01683,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301023677,2025-06-16,2025-06-16 20:20:00,2025,6,Monday,20,35.051144,-89.90897,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,OtherLocation,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300999434,2025-02-01,2025-02-01 18:55:00,2025,2,Saturday,18,35.0209,-90.04297,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915020,2023-10-03,2023-10-03 22:22:00,2023,10,Tuesday,22,35.149506,-89.961494,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301030240,2025-07-24,2025-07-24 16:59:00,2025,7,Thursday,16,35.057636,-90.0079,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301025747,2025-06-28,2025-06-28 20:53:00,2025,6,Saturday,20,35.15456,-89.94772,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301008011,2025-03-22,2025-03-22 22:07:00,2025,3,Saturday,22,35.0759,-89.932205,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301007819,2025-03-22,2025-03-22 16:10:00,2025,3,Saturday,16,35.02889,-90.024475,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301013458,2025-04-02,2025-04-02 00:00:00,2025,4,Wednesday,99,35.19879,-89.80249,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301014668,2025-04-27,2025-04-27 17:40:00,2025,4,Sunday,17,35.168312,-90.04036,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301013248,2025-04-20,2025-04-20 03:20:00,2025,4,Sunday,3,35.14164,-90.05446,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301030414,2025-07-23,2025-07-23 23:29:00,2025,7,Wednesday,23,35.107666,-90.06093,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301032307,2025-08-01,2025-08-01 05:15:00,2025,8,Friday,5,35.16334,-89.710815,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301013096,2025-04-19,2025-04-19 03:53:00,2025,4,Saturday,3,35.2183,-89.99371,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301001045,2025-02-11,2025-02-11 05:35:00,2025,2,Tuesday,5,35.133278,-89.963135,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301026397,2025-06-29,2025-06-29 12:00:00,2025,6,Sunday,12,35.033394,-90.02169,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300996957,2025-01-16,2025-01-16 12:00:00,2025,1,Thursday,12,35.147495,-90.0491,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301028195,2025-07-12,2025-07-12 22:25:00,2025,7,Saturday,22,35.10413,-89.949196,Suspected Minor Injury,Pedestrian,Not Intersection-In Parking Lane,Non-Junction,Dark-Lighted,Other,Other,1
301002891,2025-02-23,2025-02-23 02:35:00,2025,2,Sunday,2,35.061672,-90.02984,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301001042,2025-02-11,2025-02-11 22:34:00,2025,2,Tuesday,22,35.087887,-89.92635,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301007887,2025-03-21,2025-03-21 12:00:00,2025,3,Friday,12,35.086445,-89.96528,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301019239,2025-05-20,2025-05-20 21:30:00,2025,5,Tuesday,21,35.160954,-90.03138,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301003366,2025-02-25,2025-02-25 20:30:00,2025,2,Tuesday,20,35.033012,-90.02144,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301007288,2025-03-19,2025-03-19 21:40:00,2025,3,Wednesday,21,35.073933,-89.94833,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301012831,2025-04-17,2025-04-17 18:00:00,2025,4,Thursday,18,35.163635,-90.03725,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300995625,2025-01-07,2025-01-07 14:00:00,2025,1,Tuesday,14,35.03369,-89.997025,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301008382,2025-03-24,2025-03-24 15:30:00,2025,3,Monday,15,35.1519,-90.01281,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301031783,2025-08-03,2025-08-03 18:30:00,2025,8,Sunday,18,35.178013,-89.9795,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301028852,2025-07-17,2025-07-17 10:30:00,2025,7,Thursday,10,35.035595,-89.989815,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301012219,2025-04-13,2025-04-13 18:30:00,2025,4,Sunday,18,35.234283,-89.9284,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301021651,2025-06-04,2025-06-04 20:08:00,2025,6,Wednesday,20,35.053333,-89.88613,Suspected Serious Injury,Pedestrian,Intersection-Not on Roadway,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301017144,2025-05-11,2025-05-11 04:36:00,2025,5,Sunday,4,35.162233,-89.916225,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301000075,2025-02-05,2025-02-05 20:24:00,2025,2,Wednesday,20,35.039345,-90.05689,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Unknown,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301005813,2025-03-10,2025-03-10 10:20:00,2025,3,Monday,10,35.040016,-90.00785,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301011408,2025-04-07,2025-04-07 13:00:00,2025,4,Monday,13,35.13586,-90.06345,Possible Injury,Pedestrian,Intersection-In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301023257,2025-06-13,2025-06-13 21:30:00,2025,6,Friday,21,35.128716,-90.02108,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,SharedUsePathOrTrail,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300982726,2024-10-29,2024-10-29 15:40:00,2024,10,Tuesday,15,35.136993,-89.996,Suspected Serious Injury,Pedestrian,Not Intersection-Bike Path,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300996140,2025-01-12,2025-01-12 18:00:00,2025,1,Sunday,18,35.061832,-89.884315,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301007782,2025-03-22,2025-03-22 00:28:00,2025,3,Saturday,0,35.11965,-89.99108,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301014964,2025-04-28,2025-04-28 21:05:00,2025,4,Monday,21,35.148914,-89.91774,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2
300995420,2025-01-07,2025-01-07 17:34:00,2025,1,Tuesday,17,35.020386,-89.83988,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301017500,2025-05-12,2025-05-12 19:00:00,2025,5,Monday,19,35.250683,-89.97666,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301008394,2025-03-25,2025-03-25 16:00:00,2025,3,Tuesday,16,35.012154,-90.096504,Unknown,Other Non-Motorist,Not Intersection-Unknown,Intersection,Daylight,Angle,Other,1
300997162,2025-01-18,2025-01-18 15:20:00,2025,1,Saturday,15,35.173084,-89.79497,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301020389,2025-05-28,2025-05-28 18:00:00,2025,5,Wednesday,18,35.130966,-90.041176,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301019693,2025-05-24,2025-05-24 00:30:00,2025,5,Saturday,0,35.07848,-89.88398,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Lighted,Front to Rear,Other,1
301018237,2025-05-15,2025-05-15 21:00:00,2025,5,Thursday,21,35.020866,-90.04294,Suspected Serious Injury,Pedestrian,Not Intersection-Outside Traffic,OtherLocation,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301024221,2025-06-19,2025-06-19 19:10:00,2025,6,Thursday,19,35.156464,-90.02332,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300884396,2023-05-03,2023-05-03 19:23:00,2023,5,Wednesday,19,35.13684,-90.01668,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300956135,2024-05-08,2024-05-08 20:20:00,2024,5,Wednesday,20,35.121605,-89.799675,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301003127,2025-02-22,2025-02-22 20:00:00,2025,2,Saturday,20,35.176407,-90.01717,Possible Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300998525,2025-01-27,2025-01-27 15:40:00,2025,1,Monday,15,35.07373,-89.93183,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301005169,2025-03-07,2025-03-07 01:20:00,2025,3,Friday,1,35.052296,-89.979454,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301026707,2025-07-03,2025-07-03 21:25:00,2025,7,Thursday,21,35.0522,-89.94639,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301001664,2025-02-15,2025-02-15 00:50:00,2025,2,Saturday,0,35.06073,-89.866005,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300999934,2025-02-04,2025-02-04 23:35:00,2025,2,Tuesday,23,35.205753,-89.91397,No Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection-Related,Dark-Lighted,Angle,Other,1
301025827,2025-06-29,2025-06-29 00:00:00,2025,6,Sunday,99,35.0345,-89.84046,No Injury,Pedestrian,Not Intersection-Unknown,Unknown,Unknown,Not Collision with Motor Vehicle in Transport,Other,1
300999267,2025-01-30,2025-01-30 14:40:00,2025,1,Thursday,14,35.13462,-90.02075,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301016140,2025-05-05,2025-05-05 18:35:00,2025,5,Monday,18,35.03551,-90.02517,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Unknown,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301011740,2025-04-11,2025-04-11 19:10:00,2025,4,Friday,19,35.179314,-89.9764,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301011257,2025-04-09,2025-04-09 07:35:00,2025,4,Wednesday,7,35.1311,-90.022545,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301009405,2025-03-30,2025-03-30 21:10:00,2025,3,Sunday,21,35.139824,-90.00475,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1
301022225,2025-06-08,2025-06-08 00:10:00,2025,6,Sunday,0,35.10456,-90.0107,Possible Injury,Pedestrian,Intersection-Not on Roadway,OtherLocation,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301018637,2025-05-14,2025-05-14 20:00:00,2025,5,Wednesday,20,35.137676,-90.0116,Possible Injury,Pedestrian,Intersection-In Crosswalk,AccelDecelLane,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301027592,2025-07-09,2025-07-09 23:37:00,2025,7,Wednesday,23,35.064884,-89.93243,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2
301009842,2025-04-01,2025-04-01 11:00:00,2025,4,Tuesday,11,35.05478,-89.91401,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301001578,2025-02-13,2025-02-13 06:50:00,2025,2,Thursday,6,35.039467,-90.06915,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301011558,2025-04-10,2025-04-10 15:12:00,2025,4,Thursday,15,35.157127,-90.04804,Possible Injury,Pedestrian,Intersection-In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300996974,2025-01-17,2025-01-17 18:53:00,2025,1,Friday,18,35.065533,-89.82501,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301011322,2025-04-09,2025-04-09 15:15:00,2025,4,Wednesday,15,35.144215,-90.02126,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301001080,2025-02-11,2025-02-11 12:30:00,2025,2,Tuesday,12,35.139027,-89.97891,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300998193,2025-01-25,2025-01-25 06:47:00,2025,1,Saturday,6,35.05477,-89.89505,No Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Other,1
301025676,2025-06-27,2025-06-27 23:45:00,2025,6,Friday,23,35.018764,-90.00756,Possible Injury,Pedestrian,Not Intersection-Bike Path,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301020628,2025-05-29,2025-05-29 01:13:00,2025,5,Thursday,1,35.09949,-89.86322,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301009493,2025-03-31,2025-03-31 12:13:00,2025,3,Monday,12,35.205284,-89.92359,Suspected Serious Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2
301006447,2025-03-14,2025-03-14 23:40:00,2025,3,Friday,23,35.089504,-90.0245,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301009722,2025-04-01,2025-04-01 13:35:00,2025,4,Tuesday,13,35.10955,-90.02173,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301002860,2025-02-22,2025-02-22 18:40:00,2025,2,Saturday,18,35.049618,-89.86694,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301013768,2025-04-22,2025-04-22 15:15:00,2025,4,Tuesday,15,35.13617,-90.00993,Possible Injury,Pedestrian,Not Intersection-Unknown,"Driveway, Alley Access, etc",Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301007603,2025-03-21,2025-03-21 08:15:00,2025,3,Friday,8,35.1287,-89.94882,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301005732,2025-03-10,2025-03-10 18:45:00,2025,3,Monday,18,35.054394,-90.0202,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301003303,2025-02-25,2025-02-25 00:00:00,2025,2,Tuesday,99,35.10729,-90.032906,Possible Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
