MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash,InMemphis,Jurisdiction,StateRoute_NAME,StateRoute_F_System,StateRoute_SPDLIMIT,StateRoute_LANES,StateRoute_ALTNAME_1,StateRoute_Council_District,DistToStateRoute_m,Street_Name,DistToStreet_m,Street_SPDLIMIT,Street_LANES,Street_ONEWAY,Street_CITY_L,Street_COUNTY_L,Jurisdiction_prev,Seg_OBJECTID,DistToSeg_m
301042873,10/3/2025,10/3/2025 16:30,2025,10,Friday,16,35.15542,-90.03106,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,N PARKWAY,Minor Arterial,40,2,1,7,4.204519428,N DUNLAP ST,5.856993784,30,2,FT,MEMPHIS,SHELBY,TDOT,84530,5.856993784
301043778,10/9/2025,10/9/2025 9:05,2025,10,Thursday,9,35.20177,-89.73099,Suspected Minor Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,453.313565,N HOUSTON LEVEE RD,2.527706583,40,3,B,MEMPHIS,SHELBY,City of Memphis,75180,2.527706583
301040384,9/19/2025,9/19/2025 14:51,2025,9,Friday,14,35.107742,-89.94052,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2052.645834,PARK AVE,0.416244437,40,5,B,MEMPHIS,SHELBY,City of Memphis,51272,0.416244437
301041867,9/29/2025,9/29/2025 8:05,2025,9,Monday,8,35.106373,-90.05563,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,S THIRD ST,Principal Arterial,40,4,14,6,23.14763078,S THIRD ST,23.5564293,40,4,B,MEMPHIS,SHELBY,TDOT,46929,23.5564293
301040183,9/17/2025,9/17/2025 16:30,2025,9,Wednesday,16,35.052525,-89.89914,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2042.967086,TALL OAKS CIR,25.752521,30,2,B,MEMPHIS,SHELBY,City of Memphis,9678,25.752521
301041664,9/28/2025,9/28/2025 5:25,2025,9,Sunday,5,35.04951,-89.843796,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1280.423103,KIRBY PKWY,0.087273511,45,6,B,MEMPHIS,SHELBY,City of Memphis,53544,0.087273511
301044563,10/14/2025,10/14/2025 14:55,2025,10,Tuesday,14,35.211857,-90.03222,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,OtherLocation,Daylight,"Sideswipe, Opposite Direction",Other,1,TRUE,City of Memphis,THOMAS ST,,40,2,3,7,1.028504605,MARSH AVE,0.017943849,30,2,B,MEMPHIS,SHELBY,TDOT,2674,0.017943849
301041549,9/27/2025,9/27/2025 8:00,2025,9,Saturday,8,35.10576,-89.96588,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1072.263145,HAYNES ST,0.035790169,35,2,B,MEMPHIS,SHELBY,City of Memphis,82740,0.035790169
301044028,10/10/2025,10/10/2025 17:40,2025,10,Friday,17,35.238167,-89.93071,Possible Injury,Pedestrian,Intersection-Unknown,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2709.792638,VOLTAIRE AVE,0.138014685,30,2,FT,MEMPHIS,SHELBY,City of Memphis,7401,0.138014685
301043341,10/7/2025,10/7/2025 6:50,2025,10,Tuesday,6,35.03771,-90.034676,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,868.8472994,AUBURN RD,28.86525793,35,2,B,MEMPHIS,SHELBY,City of Memphis,72308,28.86525793
301040416,9/20/2025,9/20/2025 15:50,2025,9,Saturday,15,35.128716,-90.02107,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,S BELLEVUE BLVD,Minor Arterial,35,4,3,6,0.749449911,LAMAR AVE,0.144863705,40,6,B,MEMPHIS,SHELBY,TDOT,46751,0.144863705
301041927,9/29/2025,9/29/2025 17:57,2025,9,Monday,17,35.1495,-89.95806,Possible Injury,Pedestrian,Intersection-Not on Roadway,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,SUMMER AVE,Principal Arterial,35,5,1,5,1.855957297,SUMMER AVE,6.509485365,35,5,B,MEMPHIS,SHELBY,TDOT,48025,6.509485365
301043079,10/5/2025,10/5/2025 4:20,2025,10,Sunday,4,35.034657,-89.82265,No Injury,Pedestrian,Unknown,Through Roadway,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,4,TRUE,City of Memphis,,,,,,,1622.171732,S GERMANTOWN RD,36.71324686,35,2,B,MEMPHIS,SHELBY,City of Memphis,71519,36.71324686
301036595,8/29/2025,8/29/2025 20:39,2025,8,Friday,20,35.06132,-90.029419,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,516.7199711,E BROOKS RD,37.94341036,45,5,B,MEMPHIS,SHELBY,City of Memphis,49716,37.94341036
301040020,9/17/2025,9/17/2025 21:28,2025,9,Wednesday,21,35.15216,-89.9513,Possible Injury,Pedestrian,Not Intersection-Bike Path,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,305.6768824,TUTWILER AVE,0.039146686,35,2,B,MEMPHIS,SHELBY,City of Memphis,5705,0.039146686
301043431,10/7/2025,10/7/2025 8:02,2025,10,Tuesday,8,35.07825,-89.9936,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2323.666679,E ALCY RD,9.162982969,40,3,B,MEMPHIS,SHELBY,City of Memphis,74904,9.162982969
301040476,9/20/2025,9/20/2025 8:05,2025,9,Saturday,8,35.16808,-89.93954,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,,,,,,,550.1395581,FAIRMONT AVE,19.7185643,30,2,B,MEMPHIS,SHELBY,City of Memphis,5878,19.7185643
301040919,9/23/2025,9/23/2025 17:05,2025,9,Tuesday,17,35.09142,-89.906944,No Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2531.349895,QUINCE RD,0.149754687,40,4,B,MEMPHIS,SHELBY,City of Memphis,51499,0.149754687
301023291,6/14/2025,6/14/2025 5:15,2025,6,Saturday,5,35.10749,-89.930664,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1857.845004,PARK AVE,0.432962558,40,5,B,MEMPHIS,SHELBY,City of Memphis,51342,0.432962558
301046014,10/23/2025,10/23/2025 9:25,2025,10,Thursday,9,35.177326,-89.93802,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,JACKSON AVE,Principal Arterial,40,6,14,7,3.106172945,JACKSON AVE,0.12141838,40,6,B,MEMPHIS,SHELBY,TDOT,48246,0.12141838
301045971,10/17/2025,10/17/2025 18:30,2025,10,Friday,18,35.138756,-90.03589,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,UNION AVE,Principal Arterial,35,5,3,6,4.756497216,UNION AVE,0.175513271,35,5,B,MEMPHIS,SHELBY,TDOT,46688,0.175513271
301045897,10/22/2025,10/22/2025 19:28,2025,10,Wednesday,19,35.006374,-90.00265,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,AccelDecelLane,Dark-Lighted,Other,Other,2,TRUE,City of Memphis,,,,,,,1630.198235,E HOLMES RD,6.848437543,40,5,B,MEMPHIS,SHELBY,City of Memphis,76261,6.848437543
301045998,10/21/2025,10/21/2025 15:20,2025,10,Tuesday,15,35.199173,-89.94291,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1630.029994,STAGE JAMES RD,2.500643542,45,7,B,MEMPHIS,SHELBY,City of Memphis,49962,2.500643542
301046096,10/21/2025,10/21/2025 13:05,2025,10,Tuesday,13,35.169518,-89.97556,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1278.448355,N HOLLYWOOD ST,0.233297592,40,5,B,MEMPHIS,SHELBY,City of Memphis,50743,0.233297592
301049595,11/7/2025,11/7/2025 18:45,2025,11,Friday,18,35.182797,-89.871076,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,949.2899378,RALEIGH LAGRANGE RD,2.013367988,45,2,B,MEMPHIS,SHELBY,City of Memphis,51812,2.013367988
301049242,11/8/2025,11/8/2025 18:45,2025,11,Saturday,18,35.16192,-89.91128,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1146.157019,MACON RD,0.010505312,40,4,B,MEMPHIS,SHELBY,City of Memphis,51426,0.010505312
301048242,11/3/2025,11/3/2025 16:19,2025,11,Monday,16,35.149467,-89.94452,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,SUMMER AVE,Principal Arterial,40,7,1,5,4.627535046,N HIGHLAND ST,0.012391864,40,5,B,MEMPHIS,SHELBY,TDOT,51277,0.012391864
301034346,8/17/2025,8/17/2025 22:57,2025,8,Sunday,22,35.076591,-89.951198,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,LAMAR AVE,Principal Arterial,40,7,4,4,3.632508572,AMERICAN WAY,0.083596978,45,7,B,MEMPHIS,SHELBY,TDOT,51744,0.083596978
301035572,8/23/2025,8/23/2025 23:23,2025,8,Saturday,23,35.091473,-89.949425,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Front to Rear,Other,1,TRUE,City of Memphis,,,,,,,1267.669578,PRESCOTT RD,2.246028777,40,4,B,MEMPHIS,SHELBY,City of Memphis,51161,2.246028777
301011588,4/10/2025,4/10/2025 22:25,2025,4,Thursday,22,35.108658,-89.982475,Fatal,Pedestrian,Not Intersection-Unknown,OtherLocation,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,220.4646552,GRAND ST,25.92593586,30,2,B,MEMPHIS,SHELBY,City of Memphis,82528,25.92593586
301050826,11/16/2025,11/16/2025 16:30,2025,11,Sunday,16,35.1069,-90.02119,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,ELVIS PRESLEY BLVD,Minor Arterial,40,4,3,4,1.141694593,KERR AVE,0.055307322,35,3,B,MEMPHIS,SHELBY,TDOT,5121,0.055307322
301048285,11/3/2025,11/3/2025 12:00,2025,11,Monday,12,35.148865,-90.04574,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,207.8913093,POPLAR AVE,5.824635261,35,4,B,MEMPHIS,SHELBY,City of Memphis,53265,5.824635261
301049889,11/12/2025,11/12/2025 15:51,2025,11,Wednesday,15,35.135986,-90.0207,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,S BELLEVUE BLVD,Major Collector,35,4,3,6,0.480183101,S BELLEVUE BLVD,0.087231963,35,4,B,MEMPHIS,SHELBY,TDOT,46768,0.087231963
301047258,10/29/2025,10/29/2025 15:30,2025,10,Wednesday,15,35.13248,-90.01326,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,,,,,,,447.1983787,PEABODY AVE,0.290139444,35,4,B,MEMPHIS,SHELBY,City of Memphis,3886,0.290139444
300980527,10/14/2024,10/14/2024 5:07,2024,10,Monday,5,35.136784,-90.04561,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Unknown,Dark-Lighted,Unknown,Other,1,TRUE,TDOT state route,DR MARTIN LUTHER KING JR AVE,Minor Arterial,35,2,208,6,5.043685059,DR MARTIN LUTHER KING JR AVE,0.488578898,35,2,B,MEMPHIS,SHELBY,TDOT,3392,0.488578898
300990914,12/13/2024,12/13/2024 8:18,2024,12,Friday,8,35.116175,-90.060941,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,521.693625,E MCLEMORE AVE,0.230602289,35,4,B,MEMPHIS,SHELBY,City of Memphis,50830,0.230602289
301049708,11/11/2025,11/11/2025 17:51,2025,11,Tuesday,17,35.062656,-89.904495,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2236.906076,KNIGHT ARNOLD RD,33.27934439,40,5,B,MEMPHIS,SHELBY,City of Memphis,53317,33.27934439
301050264,11/14/2025,11/14/2025 14:03,2025,11,Friday,14,35.139484,-90.05103,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,75.82993528,RUFUS THOMAS BLVD,0.157620201,30,2,B,MEMPHIS,SHELBY,City of Memphis,7933,0.157620201
300972137,8/24/2024,8/24/2024 1:00,2024,8,Saturday,1,35.151814,-90.04047,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,Interstate ramp,N DANNY THOMAS BLVD,Principal Arterial,35,5,1,7,1.439465232,40 W TO DANNY THOMAS BLVD,2.037405361,25,1,FT,MEMPHIS,SHELBY,TDOT,36311,2.037405361
301048401,11/4/2025,11/4/2025 9:14,2025,11,Tuesday,9,35.137985,-90.028175,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,UNION AVE,Principal Arterial,35,6,3,6,4.528239218,UNION AVE,0.043484628,35,6,B,MEMPHIS,SHELBY,TDOT,48512,0.043484628
300983238,11/2/2024,11/2/2024 23:02,2024,11,Saturday,23,35.050297,-89.87499,Fatal,Pedestrian,Intersection-Not on Roadway,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2918.62989,WINCHESTER RD,0.225451555,45,7,B,MEMPHIS,SHELBY,City of Memphis,49423,0.225451555
301047707,10/31/2025,10/31/2025 20:05,2025,10,Friday,20,35.049263,-89.856575,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2201.683422,WINCHESTER RD,53.45553809,45,7,B,MEMPHIS,SHELBY,City of Memphis,49473,53.45553809
301046948,10/26/2025,10/26/2025 11:00,2025,10,Sunday,11,35.17752,-89.91791,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1474.963771,COMBS ST,20.46888057,30,2,B,MEMPHIS,SHELBY,City of Memphis,83429,20.46888057
301046854,10/29/2025,10/29/2025 0:40,2025,10,Wednesday,0,35.020817,-89.84946,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,,,,,,,42.08015652,E SHELBY DR,46.7545425,45,7,B,MEMPHIS,SHELBY,City of Memphis,46444,46.7545425
301047066,10/26/2025,10/26/2025 0:40,2025,10,Sunday,0,35.02085,-89.96364,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Angle,Other,1,TRUE,TDOT state route,E SHELBY DR,Principal Arterial,45,6,175,3,4.939292729,E SHELBY DR,0.254631177,45,6,B,TENNESSEE AIR NATIONAL GUARD,SHELBY,TDOT,47833,0.254631177
301047141,10/28/2025,10/28/2025 11:50,2025,10,Tuesday,11,35.09177,-89.99178,Suspected Minor Injury,Pedestrian,Not Intersection-Unknown,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1531.868585,DUNN AVE,13.95698071,40,4,B,MEMPHIS,SHELBY,City of Memphis,4548,13.95698071
301049186,11/8/2025,11/8/2025 10:10,2025,11,Saturday,10,35.117653,-90.037735,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,783.0370974,MISSISSIPPI BLVD,0.134090885,35,2,B,MEMPHIS,SHELBY,City of Memphis,50924,0.134090885
301049136,11/7/2025,11/7/2025 18:38,2025,11,Friday,18,35.111393,-89.9459,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1781.505509,S HIGHLAND ST,0.147224942,35,5,B,MEMPHIS,SHELBY,City of Memphis,51213,0.147224942
301049205,11/7/2025,11/7/2025 21:38,2025,11,Friday,21,35.14287,-90.05234,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,S SECOND ST,Minor Arterial,35,3,14,6,1.23705967,UNION AVE,0.189504799,30,4,B,MEMPHIS,SHELBY,TDOT,7487,0.189504799
301050734,11/14/2025,11/14/2025 16:39,2025,11,Friday,16,35.124313,-89.88987,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,690.8556931,SHADY GROVE RD,1.285809756,30,2,B,MEMPHIS,SHELBY,City of Memphis,74415,1.285809756
301048196,11/3/2025,11/3/2025 7:00,2025,11,Monday,7,35.03538,-90.03478,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,877.45878,E RAINES RD,8.953346056,40,5,B,MEMPHIS,SHELBY,City of Memphis,49707,8.953346056
301047505,10/29/2025,10/29/2025 18:40,2025,10,Wednesday,18,35.156963,-90.03228,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,JACKSON AVE,Principal Arterial,35,4,14,7,6.103405586,JACKSON AVE,1.477762252,35,4,B,MEMPHIS,SHELBY,TDOT,46707,1.477762252
301049590,11/11/2025,11/11/2025 4:15,2025,11,Tuesday,4,35.107513,-90.05178,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,324.0218849,S PARKWAY E,0.056748465,35,4,B,MEMPHIS,SHELBY,City of Memphis,50846,0.056748465
301055054,12/10/2025,12/10/2025 12:10,2025,12,Wednesday,12,35.20884,-90.023155,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,870.6858797,BASKIN ST,59.03245504,35,2,B,MEMPHIS,SHELBY,City of Memphis,79801,59.03245504
301053102,11/30/2025,11/30/2025 0:00,2025,11,Sunday,99,35.244102,-90.00605,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Unknown,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,101.5724647,MILLINGTON RD,64.14864924,30,2,B,MEMPHIS,SHELBY,City of Memphis,72561,64.14864924
301054792,12/9/2025,12/9/2025 7:40,2025,12,Tuesday,7,35.142853,-90.002884,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,805.8491114,POPLAR AVE,0.100006621,40,7,B,MEMPHIS,SHELBY,City of Memphis,50551,0.100006621
301053374,12/1/2025,12/1/2025 17:28,2025,12,Monday,17,35.2211,-89.929474,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1426.166971,FRAYSER RALEIGH RD,24.50095982,45,5,B,MEMPHIS,SHELBY,City of Memphis,53510,24.50095982
301053116,11/30/2025,11/30/2025 11:40,2025,11,Sunday,11,35.091557,-89.94945,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1272.589061,PRESCOTT RD,0.327530443,40,4,B,MEMPHIS,SHELBY,City of Memphis,51162,0.327530443
301055942,12/15/2025,12/15/2025 17:58,2025,12,Monday,17,35.068726,-89.90512,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2463.625039,S PERKINS RD,40.05020855,40,7,B,MEMPHIS,SHELBY,City of Memphis,49378,40.05020855
301051885,11/22/2025,11/22/2025 19:39,2025,11,Saturday,19,35.026104,-90.00752,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,558.7885861,MILLBRANCH RD,0.166747442,40,4,B,MEMPHIS,SHELBY,City of Memphis,49773,0.166747442
301054838,12/9/2025,12/9/2025 10:44,2025,12,Tuesday,10,35.217407,-89.90965,Unknown,Pedestrian,Intersection-Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,231.7832258,RALEIGH SPRINGS MALL,80.54150277,0,2,N,MEMPHIS,SHELBY,City of Memphis,48708,80.54150277
301052715,11/26/2025,11/26/2025 18:44,2025,11,Wednesday,18,35.162853,-89.99218,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,318.5165663,VOLLINTINE AVE,0.044468079,35,4,B,MEMPHIS,SHELBY,City of Memphis,50644,0.044468079
301051736,11/20/2025,11/20/2025 20:58,2025,11,Thursday,20,35.13824,-90.05052,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,TRUE,City of Memphis,,,,,,,101.8896678,FEDEX FORUM ALY,75.93064466,30,2,B,MEMPHIS,SHELBY,City of Memphis,1140,75.93064466
301054304,12/6/2025,12/6/2025 10:50,2025,12,Saturday,10,35.158146,-90.01175,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,JACKSON AVE,Principal Arterial,40,5,14,7,4.397293083,N WATKINS ST,0.04154066,40,4,B,MEMPHIS,SHELBY,TDOT,50486,0.04154066
301053991,12/4/2025,12/4/2025 15:40,2025,12,Thursday,15,35.054268,-90.024994,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,ELVIS PRESLEY BLVD,Principal Arterial,40,6,3,6,0.425799266,ELVIS PRESLEY BLVD,0.028561616,40,7,B,MEMPHIS,SHELBY,TDOT,46508,0.028561616
301023499,6/15/2025,6/15/2025 1:30,2025,6,Sunday,1,35.065025,-89.92737,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,450.6804939,ASHWOOD ST,25.12766016,30,2,B,MEMPHIS,SHELBY,City of Memphis,79267,25.12766016
301051473,11/20/2025,11/20/2025 18:47,2025,11,Thursday,18,35.220684,-89.89256,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,151.0859857,YALE RD,39.21078189,40,5,B,MEMPHIS,SHELBY,City of Memphis,50048,39.21078189
301052724,11/24/2025,11/24/2025 17:10,2025,11,Monday,17,35.202858,-89.762054,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Dark-Lighted,Angle,Other,1,TRUE,City of Memphis,,,,,,,168.4671795,FLETCHER PARK CIR N,124.8755942,30,2,B,MEMPHIS,SHELBY,City of Memphis,9045,124.8755942
301052173,11/24/2025,11/24/2025 14:25,2025,11,Monday,14,35.09104,-89.97626,No Injury,Pedestrian,Unknown,Non-Junction,Daylight,Angle,Other,1,TRUE,City of Memphis,,,,,,,715.5656292,DUNN AVE,21.00974188,35,2,B,MEMPHIS,SHELBY,City of Memphis,5313,21.00974188
