MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash,InMemphis,StateRoute_NAME,StateRoute_F_System,StateRoute_SPDLIMIT,StateRoute_LANES,StateRoute_ALTNAME_1,StateRoute_Council_District,DistToStateRoute_m,Street_Name,DistToStreet_m,Street_SPDLIMIT,Street_LANES,Street_ONEWAY,Street_CITY_L,Street_COUNTY_L,Seg_OBJECTID,DistToSeg_m,Ownership,Rule_Fired,Classification_Basis,Matched_Street,is_limited_access,is_override,is_corner_case,Jurisdiction_prev
301023291,6/14/2025,6/14/2025 5:15,2025,6,Saturday,5,35.10749,-89.930664,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1857.845004,PARK AVE,0.432962558,40,5,B,MEMPHIS,SHELBY,51342,0.43296255774410575,City of Memphis,city_residual,city: no state-route overlap,PARK AVE,False,False,False,City of Memphis
301046014,10/23/2025,10/23/2025 9:25,2025,10,Thursday,9,35.177326,-89.93802,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,JACKSON AVE,Principal Arterial,40.0,6.0,14,7.0,3.106172945,JACKSON AVE,0.12141838,40,6,B,MEMPHIS,SHELBY,48246,0.12141837963954147,TDOT state route,state_route_overlap,"state route: 100% overlap, name=JACKSON",JACKSON AVE,False,False,False,TDOT state route
301045971,10/17/2025,10/17/2025 18:30,2025,10,Friday,18,35.138756,-90.03589,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,UNION AVE,Principal Arterial,35.0,5.0,3,6.0,4.756497216,UNION AVE,0.175513271,35,5,B,MEMPHIS,SHELBY,46688,0.17551327079454934,TDOT state route,state_route_overlap,"state route: 100% overlap, name=UNION",UNION AVE,False,False,False,TDOT state route
301045897,10/22/2025,10/22/2025 19:28,2025,10,Wednesday,19,35.006374,-90.00265,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,AccelDecelLane,Dark-Lighted,Other,Other,2,True,,,,,,,1630.198235,E HOLMES RD,6.848437543,40,5,B,MEMPHIS,SHELBY,76261,6.848437543404405,City of Memphis,city_residual,city: no state-route overlap,E HOLMES RD,False,False,False,City of Memphis
301045998,10/21/2025,10/21/2025 15:20,2025,10,Tuesday,15,35.199173,-89.94291,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1630.029994,STAGE JAMES RD,2.500643542,45,7,B,MEMPHIS,SHELBY,49962,2.5006435418896484,City of Memphis,city_residual,city: no state-route overlap,STAGE JAMES RD,False,False,False,City of Memphis
301046096,10/21/2025,10/21/2025 13:05,2025,10,Tuesday,13,35.169518,-89.97556,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1278.448355,N HOLLYWOOD ST,0.233297592,40,5,B,MEMPHIS,SHELBY,50743,0.23329759216542317,City of Memphis,city_residual,city: no state-route overlap,N HOLLYWOOD ST,False,False,False,City of Memphis
301049595,11/7/2025,11/7/2025 18:45,2025,11,Friday,18,35.182797,-89.871076,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,949.2899378,RALEIGH LAGRANGE RD,2.013367988,45,2,B,MEMPHIS,SHELBY,51812,2.013367987959401,City of Memphis,city_residual,city: no state-route overlap,RALEIGH LAGRANGE RD,False,False,False,City of Memphis
301049242,11/8/2025,11/8/2025 18:45,2025,11,Saturday,18,35.16192,-89.91128,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1146.157019,MACON RD,0.010505312,40,4,B,MEMPHIS,SHELBY,51426,0.010505312224281626,City of Memphis,city_residual,city: no state-route overlap,MACON RD,False,False,False,City of Memphis
301048242,11/3/2025,11/3/2025 16:19,2025,11,Monday,16,35.149467,-89.94452,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,SUMMER AVE,Principal Arterial,40.0,7.0,1,5.0,4.627535046,N HIGHLAND ST,0.012391864,40,5,B,MEMPHIS,SHELBY,51277,0.012391863887505952,City of Memphis,city_residual,city: no state-route overlap,N HIGHLAND ST,False,False,False,City of Memphis
301034346,8/17/2025,8/17/2025 22:57,2025,8,Sunday,22,35.076591,-89.951198,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,LAMAR AVE,Principal Arterial,40.0,7.0,4,4.0,3.632508572,AMERICAN WAY,0.083596978,45,7,B,MEMPHIS,SHELBY,51744,0.08359697827285895,City of Memphis,city_residual,city: no state-route overlap,AMERICAN WAY,False,False,False,City of Memphis
301035572,8/23/2025,8/23/2025 23:23,2025,8,Saturday,23,35.091473,-89.949425,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Front to Rear,Other,1,True,,,,,,,1267.669578,PRESCOTT RD,2.246028777,40,4,B,MEMPHIS,SHELBY,51161,2.246028777213921,City of Memphis,city_residual,city: no state-route overlap,PRESCOTT RD,False,False,False,City of Memphis
301011588,4/10/2025,4/10/2025 22:25,2025,4,Thursday,22,35.108658,-89.982475,Fatal,Pedestrian,Not Intersection-Unknown,OtherLocation,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,220.4646552,GRAND ST,25.92593586,30,2,B,MEMPHIS,SHELBY,82528,25.92593585636424,City of Memphis,city_residual,city: no state-route overlap,GRAND ST,False,False,False,City of Memphis
301050826,11/16/2025,11/16/2025 16:30,2025,11,Sunday,16,35.1069,-90.02119,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,ELVIS PRESLEY BLVD,Minor Arterial,40.0,4.0,3,4.0,1.141694593,KERR AVE,0.055307322,35,3,B,MEMPHIS,SHELBY,5121,0.05530732246086625,City of Memphis,city_residual,city: no state-route overlap,KERR AVE,False,False,True,City of Memphis
301048285,11/3/2025,11/3/2025 12:00,2025,11,Monday,12,35.148865,-90.04574,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,207.8913093,POPLAR AVE,5.824635261,35,4,B,MEMPHIS,SHELBY,53265,5.824635260957528,City of Memphis,city_residual,city: no state-route overlap,POPLAR AVE,False,False,False,City of Memphis
301049889,11/12/2025,11/12/2025 15:51,2025,11,Wednesday,15,35.135986,-90.0207,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,S BELLEVUE BLVD,Major Collector,35.0,4.0,3,6.0,0.480183101,S BELLEVUE BLVD,0.087231963,35,4,B,MEMPHIS,SHELBY,46768,0.08723196279824913,TDOT state route,state_route_overlap,"state route: 100% overlap, name=S BELLEVUE",S BELLEVUE BLVD,False,False,False,TDOT state route
301047258,10/29/2025,10/29/2025 15:30,2025,10,Wednesday,15,35.13248,-90.01326,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,True,,,,,,,447.1983787,PEABODY AVE,0.290139444,35,4,B,MEMPHIS,SHELBY,3886,0.2901394444754615,City of Memphis,city_residual,city: no state-route overlap,PEABODY AVE,False,False,False,City of Memphis
300980527,10/14/2024,10/14/2024 5:07,2024,10,Monday,5,35.136784,-90.04561,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Unknown,Dark-Lighted,Unknown,Other,1,True,DR MARTIN LUTHER KING JR AVE,Minor Arterial,35.0,2.0,208,6.0,5.043685059,DR MARTIN LUTHER KING JR AVE,0.488578898,35,2,B,MEMPHIS,SHELBY,3392,0.4885788983300886,TDOT state route,state_route_overlap,"state route: 100% overlap, name=DR MARTIN LUTHER KING JR",DR MARTIN LUTHER KING JR AVE,False,False,False,TDOT state route
300990914,12/13/2024,12/13/2024 8:18,2024,12,Friday,8,35.116175,-90.060941,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,521.693625,E MCLEMORE AVE,0.230602289,35,4,B,MEMPHIS,SHELBY,50830,0.23060228878167166,City of Memphis,city_residual,city: no state-route overlap,E MCLEMORE AVE,False,False,False,City of Memphis
301049708,11/11/2025,11/11/2025 17:51,2025,11,Tuesday,17,35.062656,-89.904495,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,2236.906076,KNIGHT ARNOLD RD,33.27934439,40,5,B,MEMPHIS,SHELBY,53317,33.27934439349812,City of Memphis,city_residual,city: no state-route overlap,KNIGHT ARNOLD RD,False,False,False,City of Memphis
301050264,11/14/2025,11/14/2025 14:03,2025,11,Friday,14,35.139484,-90.05103,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,75.82993528,RUFUS THOMAS BLVD,0.157620201,30,2,B,MEMPHIS,SHELBY,7933,0.15762020126214488,City of Memphis,city_residual,city: no state-route overlap,RUFUS THOMAS BLVD,False,False,False,City of Memphis
300972137,8/24/2024,8/24/2024 1:00,2024,8,Saturday,1,35.151814,-90.04047,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,N DANNY THOMAS BLVD,Principal Arterial,35.0,5.0,1,7.0,1.439465232,40 W TO DANNY THOMAS BLVD,2.037405361,25,1,FT,MEMPHIS,SHELBY,36311,2.037405361065314,Interstate ramp (TDOT),interstate_ramp,interstate ramp: MTFCC S1630,40 W TO DANNY THOMAS BLVD,True,False,False,Interstate ramp
301048401,11/4/2025,11/4/2025 9:14,2025,11,Tuesday,9,35.137985,-90.028175,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,UNION AVE,Principal Arterial,35.0,6.0,3,6.0,4.528239218,UNION AVE,0.043484628,35,6,B,MEMPHIS,SHELBY,48512,0.04348462821970053,TDOT state route,state_route_overlap,"state route: 100% overlap, name=UNION",UNION AVE,False,False,False,TDOT state route
300983238,11/2/2024,11/2/2024 23:02,2024,11,Saturday,23,35.050297,-89.87499,Fatal,Pedestrian,Intersection-Not on Roadway,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,2918.62989,WINCHESTER RD,0.225451555,45,7,B,MEMPHIS,SHELBY,49423,0.22545155507714998,City of Memphis,city_residual,city: no state-route overlap,WINCHESTER RD,False,False,False,City of Memphis
301047707,10/31/2025,10/31/2025 20:05,2025,10,Friday,20,35.049263,-89.856575,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,2201.683422,WINCHESTER RD,53.45553809,45,7,B,MEMPHIS,SHELBY,49473,53.4555380861016,City of Memphis,city_residual,city: no state-route overlap,WINCHESTER RD,False,False,False,City of Memphis
301046948,10/26/2025,10/26/2025 11:00,2025,10,Sunday,11,35.17752,-89.91791,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1474.963771,COMBS ST,20.46888057,30,2,B,MEMPHIS,SHELBY,83429,20.46888057105685,City of Memphis,city_residual,city: no state-route overlap,COMBS ST,False,False,False,City of Memphis
301046854,10/29/2025,10/29/2025 0:40,2025,10,Wednesday,0,35.020817,-89.84946,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,42.08015652,E SHELBY DR,46.7545425,45,7,B,MEMPHIS,SHELBY,46444,46.75454249623519,TDOT state route,state_route_overlap,"state route: 100% overlap, name=E SHELBY",E SHELBY DR,False,False,False,TDOT state route
301047066,10/26/2025,10/26/2025 0:40,2025,10,Sunday,0,35.02085,-89.96364,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Angle,Other,1,True,E SHELBY DR,Principal Arterial,45.0,6.0,175,3.0,4.939292729,E SHELBY DR,0.254631177,45,6,B,TENNESSEE AIR NATIONAL GUARD,SHELBY,47833,0.25463117668710744,TDOT state route,state_route_overlap,"state route: 100% overlap, name=E SHELBY",E SHELBY DR,False,False,False,TDOT state route
301047141,10/28/2025,10/28/2025 11:50,2025,10,Tuesday,11,35.09177,-89.99178,Suspected Minor Injury,Pedestrian,Not Intersection-Unknown,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1531.868585,DUNN AVE,13.95698071,40,4,B,MEMPHIS,SHELBY,4548,13.956980707647578,City of Memphis,city_residual,city: no state-route overlap,DUNN AVE,False,False,False,City of Memphis
301049186,11/8/2025,11/8/2025 10:10,2025,11,Saturday,10,35.117653,-90.037735,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,783.0370974,MISSISSIPPI BLVD,0.134090885,35,2,B,MEMPHIS,SHELBY,50924,0.13409088529255808,City of Memphis,city_residual,city: no state-route overlap,MISSISSIPPI BLVD,False,False,False,City of Memphis
301049136,11/7/2025,11/7/2025 18:38,2025,11,Friday,18,35.111393,-89.9459,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1781.505509,S HIGHLAND ST,0.147224942,35,5,B,MEMPHIS,SHELBY,51213,0.14722494227442376,City of Memphis,city_residual,city: no state-route overlap,S HIGHLAND ST,False,False,False,City of Memphis
301049205,11/7/2025,11/7/2025 21:38,2025,11,Friday,21,35.14287,-90.05234,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,S SECOND ST,Minor Arterial,35.0,3.0,14,6.0,1.23705967,UNION AVE,0.189504799,30,4,B,MEMPHIS,SHELBY,7487,0.18950479932610903,City of Memphis,city_residual,city: no state-route overlap,UNION AVE,False,False,False,City of Memphis
301050734,11/14/2025,11/14/2025 16:39,2025,11,Friday,16,35.124313,-89.88987,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,690.8556931,SHADY GROVE RD,1.285809756,30,2,B,MEMPHIS,SHELBY,74415,1.2858097557354153,City of Memphis,city_residual,city: no state-route overlap,SHADY GROVE RD,False,False,False,City of Memphis
301048196,11/3/2025,11/3/2025 7:00,2025,11,Monday,7,35.03538,-90.03478,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,877.45878,E RAINES RD,8.953346056,40,5,B,MEMPHIS,SHELBY,49707,8.953346055774261,City of Memphis,city_residual,city: no state-route overlap,E RAINES RD,False,False,False,City of Memphis
301047505,10/29/2025,10/29/2025 18:40,2025,10,Wednesday,18,35.156963,-90.03228,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,JACKSON AVE,Principal Arterial,35.0,4.0,14,7.0,6.103405586,JACKSON AVE,1.477762252,35,4,B,MEMPHIS,SHELBY,46707,1.4777622520712137,TDOT state route,state_route_overlap,"state route: 100% overlap, name=JACKSON",JACKSON AVE,False,False,False,TDOT state route
301049590,11/11/2025,11/11/2025 4:15,2025,11,Tuesday,4,35.107513,-90.05178,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,324.0218849,S PARKWAY E,0.056748465,35,4,B,MEMPHIS,SHELBY,50846,0.05674846510136444,City of Memphis,city_residual,city: no state-route overlap,S PARKWAY E,False,False,False,City of Memphis
301055054,12/10/2025,12/10/2025 12:10,2025,12,Wednesday,12,35.20884,-90.023155,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,870.6858797,BASKIN ST,59.03245504,35,2,B,MEMPHIS,SHELBY,79801,59.03245504256974,City of Memphis,city_residual,city: no state-route overlap,BASKIN ST,False,False,False,City of Memphis
301053102,11/30/2025,11/30/2025 0:00,2025,11,Sunday,99,35.244102,-90.00605,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Unknown,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,101.5724647,MILLINGTON RD,64.14864924,30,2,B,MEMPHIS,SHELBY,72561,64.14864923891122,City of Memphis,city_residual,city: no state-route overlap,MILLINGTON RD,False,False,False,City of Memphis
301054792,12/9/2025,12/9/2025 7:40,2025,12,Tuesday,7,35.142853,-90.002884,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,805.8491114,POPLAR AVE,0.100006621,40,7,B,MEMPHIS,SHELBY,50551,0.10000662078507633,City of Memphis,city_residual,city: no state-route overlap,POPLAR AVE,False,False,False,City of Memphis
301053374,12/1/2025,12/1/2025 17:28,2025,12,Monday,17,35.2211,-89.929474,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1426.166971,FRAYSER RALEIGH RD,24.50095982,45,5,B,MEMPHIS,SHELBY,53510,24.500959820847353,City of Memphis,city_residual,city: no state-route overlap,FRAYSER RALEIGH RD,False,False,False,City of Memphis
301053116,11/30/2025,11/30/2025 11:40,2025,11,Sunday,11,35.091557,-89.94945,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,1272.589061,PRESCOTT RD,0.327530443,40,4,B,MEMPHIS,SHELBY,51162,0.3275304425292175,City of Memphis,city_residual,city: no state-route overlap,PRESCOTT RD,False,False,False,City of Memphis
301055942,12/15/2025,12/15/2025 17:58,2025,12,Monday,17,35.068726,-89.90512,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,2463.625039,S PERKINS RD,40.05020855,40,7,B,MEMPHIS,SHELBY,49378,40.05020854760281,City of Memphis,city_residual,city: no state-route overlap,S PERKINS RD,False,False,False,City of Memphis
301051885,11/22/2025,11/22/2025 19:39,2025,11,Saturday,19,35.026104,-90.00752,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,558.7885861,MILLBRANCH RD,0.166747442,40,4,B,MEMPHIS,SHELBY,49773,0.1667474420584453,City of Memphis,city_residual,city: no state-route overlap,MILLBRANCH RD,False,False,False,City of Memphis
301054838,12/9/2025,12/9/2025 10:44,2025,12,Tuesday,10,35.217407,-89.90965,Unknown,Pedestrian,Intersection-Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,231.7832258,RALEIGH SPRINGS MALL,80.54150277,0,2,N,MEMPHIS,SHELBY,48708,80.54150277050167,City of Memphis,city_residual,city: no state-route overlap,RALEIGH SPRINGS MALL,False,False,False,City of Memphis
301052715,11/26/2025,11/26/2025 18:44,2025,11,Wednesday,18,35.162853,-89.99218,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,318.5165663,VOLLINTINE AVE,0.044468079,35,4,B,MEMPHIS,SHELBY,50644,0.04446807878356998,City of Memphis,city_residual,city: no state-route overlap,VOLLINTINE AVE,False,False,False,City of Memphis
301051736,11/20/2025,11/20/2025 20:58,2025,11,Thursday,20,35.13824,-90.05052,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,,,,,,,101.8896678,FEDEX FORUM ALY,75.93064466,30,2,B,MEMPHIS,SHELBY,1140,75.9306446618783,City of Memphis,city_residual,city: no state-route overlap,FEDEX FORUM ALY,False,False,False,City of Memphis
301054304,12/6/2025,12/6/2025 10:50,2025,12,Saturday,10,35.158146,-90.01175,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,JACKSON AVE,Principal Arterial,40.0,5.0,14,7.0,4.397293083,N WATKINS ST,0.04154066,40,4,B,MEMPHIS,SHELBY,50486,0.041540659826337686,City of Memphis,city_residual,city: no state-route overlap,N WATKINS ST,False,False,True,City of Memphis
301053991,12/4/2025,12/4/2025 15:40,2025,12,Thursday,15,35.054268,-90.024994,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,ELVIS PRESLEY BLVD,Principal Arterial,40.0,6.0,3,6.0,0.425799266,ELVIS PRESLEY BLVD,0.028561616,40,7,B,MEMPHIS,SHELBY,46508,0.028561616166333032,TDOT state route,state_route_overlap,"state route: 100% overlap, name=ELVIS PRESLEY",ELVIS PRESLEY BLVD,False,False,False,TDOT state route
301023499,6/15/2025,6/15/2025 1:30,2025,6,Sunday,1,35.065025,-89.92737,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,450.6804939,ASHWOOD ST,25.12766016,30,2,B,MEMPHIS,SHELBY,79267,25.12766016050759,City of Memphis,city_residual,city: no state-route overlap,ASHWOOD ST,False,False,False,City of Memphis
301051473,11/20/2025,11/20/2025 18:47,2025,11,Thursday,18,35.220684,-89.89256,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,151.0859857,YALE RD,39.21078189,40,5,B,MEMPHIS,SHELBY,50048,39.21078189360033,City of Memphis,city_residual,city: no state-route overlap,YALE RD,False,False,False,City of Memphis
301052724,11/24/2025,11/24/2025 17:10,2025,11,Monday,17,35.202858,-89.762054,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Dark-Lighted,Angle,Other,1,True,,,,,,,168.4671795,FLETCHER PARK CIR N,124.8755942,30,2,B,MEMPHIS,SHELBY,9045,124.87559417307678,City of Memphis,city_residual,city: no state-route overlap,FLETCHER PARK CIR N,False,False,False,City of Memphis
301052173,11/24/2025,11/24/2025 14:25,2025,11,Monday,14,35.09104,-89.97626,No Injury,Pedestrian,Unknown,Non-Junction,Daylight,Angle,Other,1,True,,,,,,,715.5656292,DUNN AVE,21.00974188,35,2,B,MEMPHIS,SHELBY,5313,21.009741884853458,City of Memphis,city_residual,city: no state-route overlap,DUNN AVE,False,False,False,City of Memphis
301054243,12/5/2025,12/5/2025 15:30,2025,12,Friday,15,35.225365,-90.0149,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,629.7389748,CORNING AVE,0.212951924,35,2,B,MEMPHIS,SHELBY,2749,0.21295192390441278,City of Memphis,city_residual,city: no state-route overlap,CORNING AVE,False,False,False,City of Memphis
301055168,12/10/2025,12/10/2025 14:29,2025,12,Wednesday,14,35.14758,-89.972,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,279.6764845,COLLINS ST,1.256655966,35,2,B,MEMPHIS,SHELBY,81801,1.2566559660777892,City of Memphis,city_residual,city: no state-route overlap,COLLINS ST,False,False,False,City of Memphis
301052190,11/24/2025,11/24/2025 18:09,2025,11,Monday,18,35.149635,-89.95802,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,SUMMER AVE,Principal Arterial,35.0,5.0,1,5.0,16.92369379,BALTIC ST,11.5034984,30,2,B,MEMPHIS,SHELBY,82944,11.503498400939153,City of Memphis,city_residual,city: no state-route overlap,BALTIC ST,False,False,False,City of Memphis
300990561,12/11/2024,12/11/2024 12:05,2024,12,Wednesday,12,35.086437,-90.052216,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,,,,,,,415.7307035,LATHAM ST,0.281406817,35,2,B,MEMPHIS,SHELBY,82079,0.28140681677034063,City of Memphis,city_residual,city: no state-route overlap,LATHAM ST,False,False,False,City of Memphis
301054684,12/8/2025,12/8/2025 17:36,2025,12,Monday,17,35.048786,-89.85183,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,,,,,,,1878.533825,SALMON DR,27.63143954,30,2,B,MEMPHIS,SHELBY,33591,27.631439539273853,City of Memphis,city_residual,city: no state-route overlap,SALMON DR,False,False,False,City of Memphis
301056323,12/17/2025,12/17/2025 15:45,2025,12,Wednesday,15,35.132732,-90.02082,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,S BELLEVUE BLVD,Major Collector,35.0,4.0,3,6.0,0.174271163,S BELLEVUE BLVD,0.071606715,35,4,B,MEMPHIS,SHELBY,46757,0.07160671484504504,TDOT state route,state_route_overlap,"state route: 100% overlap, name=S BELLEVUE",S BELLEVUE BLVD,False,False,False,TDOT state route
301051801,11/21/2025,11/21/2025 8:44,2025,11,Friday,8,35.211243,-90.003685,Possible Injury,Pedestrian,Intersection-Unknown,Unknown,Daylight,HeadOn,Other,1,True,,,,,,,2357.67457,WARNER DR,0.129627934,30,2,B,MEMPHIS,SHELBY,27789,0.12962793361384853,City of Memphis,city_residual,city: no state-route overlap,WARNER DR,False,False,False,City of Memphis
