MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash,InMemphis,Jurisdiction,StateRoute_NAME,StateRoute_F_System,StateRoute_SPDLIMIT,StateRoute_LANES,StateRoute_ALTNAME_1,StateRoute_Council_District,DistToStateRoute_m,Jurisdiction_prev
300869437,2023-02-25,2023-02-25 21:29:00,2023,2,Saturday,21,35.053326,-90.02045,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,418.3747235202776,City of Memphis
300869117,2023-02-20,2023-02-20 18:30:00,2023,2,Monday,18,35.06238,-89.90577,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2133.1923531878374,City of Memphis
300871759,2023-03-08,2023-03-08 00:15:00,2023,3,Wednesday,0,35.127785,-89.94525,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,POPLAR AVE,Principal Arterial,40.0,7.0,57,5.0,4.826539638491354,TDOT
300873088,2023-03-14,2023-03-14 06:02:00,2023,3,Tuesday,6,35.216984,-89.90984,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,248.136803918638,City of Memphis
300869176,2023-02-20,2023-02-20 20:51:00,2023,2,Monday,20,35.23399,-89.89301,Possible Injury,Pedestrian,Intersection-Unknown,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,62.98969238882766,City of Memphis
300868831,2023-02-17,2023-02-17 20:00:00,2023,2,Friday,20,35.14714,-90.050514,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N SECOND ST,Minor Arterial,35.0,3.0,3,6.0,12.139923354246298,TDOT
300868833,2023-02-23,2023-02-23 08:00:00,2023,2,Thursday,8,35.07851,-89.85198,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,828.8462046492618,City of Memphis
300870934,2023-03-03,2023-03-03 13:29:00,2023,3,Friday,13,35.061687,-90.02356,No Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,ELVIS PRESLEY BLVD,Principal Arterial,40.0,6.0,3,6.0,0.3988418677348408,TDOT
300872885,2023-03-13,2023-03-13 09:05:00,2023,3,Monday,9,35.11621,-89.94114,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1156.1357053177712,City of Memphis
300872411,2023-03-09,2023-03-09 20:00:00,2023,3,Thursday,20,35.138493,-90.04675,Possible Injury,Pedestrian,Intersection-Unknown,OtherLocation,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,81.02270173531055,City of Memphis
300873132,2023-03-14,2023-03-14 16:25:00,2023,3,Tuesday,16,35.145554,-90.0541,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,244.60647152665535,City of Memphis
300874120,2023-03-19,2023-03-19 20:00:00,2023,3,Sunday,20,35.05527,-90.06011,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S THIRD ST,Principal Arterial,45.0,7.0,14,6.0,0.6584498040731249,TDOT
300870394,2023-03-01,2023-03-01 19:51:00,2023,3,Wednesday,19,35.161568,-89.911835,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1209.656347983702,City of Memphis
300871258,2023-03-05,2023-03-05 15:30:00,2023,3,Sunday,15,35.217564,-90.00319,Possible Injury,Pedestrian,Intersection-Not on Roadway,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2000.122896876391,City of Memphis
300869750,2023-02-27,2023-02-27 12:49:00,2023,2,Monday,12,35.079403,-89.98616,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2205.6649140447166,City of Memphis
300869268,2023-02-25,2023-02-25 03:00:00,2023,2,Saturday,3,35.14938,-89.95565,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,SUMMER AVE,Principal Arterial,35.0,5.0,1,5.0,4.891167395807517,TDOT
300868932,2023-02-23,2023-02-23 16:20:00,2023,2,Thursday,16,35.11564,-90.054596,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,57.15375680009296,City of Memphis
300880468,2023-04-17,2023-04-17 02:14:00,2023,4,Monday,2,35.174213,-89.9309,No Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1,True,City of Memphis,,,,,,,723.4522179320293,City of Memphis
300876479,2023-03-30,2023-03-30 00:00:00,2023,3,Thursday,99,35.14544,-89.97798,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,378.9935011074948,City of Memphis
300878793,2023-04-02,2023-04-02 21:10:00,2023,4,Sunday,21,35.182835,-89.87134,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,970.465887722694,City of Memphis
300879049,2023-04-10,2023-04-10 17:00:00,2023,4,Monday,17,35.211857,-90.03223,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,THOMAS ST,,40.0,2.0,3,7.0,0.1308764149467392,TDOT
300875404,2023-03-25,2023-03-25 05:47:00,2023,3,Saturday,5,35.064396,-90.05854,Possible Injury,Pedestrian,Intersection-Unknown,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,48.6123817653068,City of Memphis
300874593,2023-03-21,2023-03-21 19:58:00,2023,3,Tuesday,19,35.1364,-90.0123,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,6.0,23,5.0,4.789465350304475,TDOT
300875439,2023-03-21,2023-03-21 19:51:00,2023,3,Tuesday,19,35.136389,-90.012102,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,6.0,23,5.0,3.893781363256016,TDOT
300880044,2023-04-13,2023-04-13 18:15:00,2023,4,Thursday,18,35.21955,-90.019714,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,633.6922081139246,City of Memphis
300879716,2023-04-12,2023-04-12 19:20:00,2023,4,Wednesday,19,35.233414,-89.96662,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,3719.372030467294,City of Memphis
300875686,2023-03-26,2023-03-26 16:55:00,2023,3,Sunday,16,35.216885,-90.03026,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,THOMAS ST,,40.0,2.0,3,7.0,1.847071067041415,TDOT
300875440,2023-03-24,2023-03-24 19:05:00,2023,3,Friday,19,35.06031,-90.059875,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,34.935709416578874,City of Memphis
300875441,2023-03-24,2023-03-24 19:06:00,2023,3,Friday,19,35.06031,-90.059875,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,34.935709416578874,City of Memphis
300876593,2023-03-30,2023-03-30 16:50:00,2023,3,Thursday,16,35.22097,-89.909355,No Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,AUSTIN PEAY HWY,Principal Arterial,45.0,7.0,14,1.0,2.825632745805453,TDOT
300880304,2023-04-15,2023-04-15 11:20:00,2023,4,Saturday,11,35.133396,-89.98055,Suspected Serious Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,7.0,23,5.0,5.056229107538397,TDOT
300878657,2023-04-08,2023-04-08 15:00:00,2023,4,Saturday,15,35.093174,-89.977615,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,674.0651701798363,City of Memphis
300876625,2023-03-29,2023-03-29 22:05:00,2023,3,Wednesday,22,35.078083,-90.0195,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,ELVIS PRESLEY BLVD,Minor Arterial,40.0,4.0,3,6.0,0.7868663809189604,TDOT
300877778,2023-04-04,2023-04-04 20:20:00,2023,4,Tuesday,20,35.17464,-89.97544,Suspected Serious Injury,Pedestrian,Not Intersection-Unknown,SharedUsePathOrTrail,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1846.4485523701455,City of Memphis
300875712,2023-03-25,2023-03-25 22:30:00,2023,3,Saturday,22,35.138195,-90.05444,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S SECOND ST,Minor Arterial,35.0,2.0,14,6.0,2.9458362269401848,TDOT
300873798,2023-03-17,2023-03-17 21:00:00,2023,3,Friday,21,35.110672,-90.0162,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Dark-Lighted,Angle,Other,1,True,City of Memphis,,,,,,,506.7414760567737,City of Memphis
300880079,2023-04-14,2023-04-14 19:20:00,2023,4,Friday,19,35.14448,-90.021805,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,780.1294485707496,City of Memphis
300877478,2023-04-02,2023-04-02 14:06:00,2023,4,Sunday,14,35.189644,-89.92747,Suspected Serious Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Non-Junction,Daylight,Angle,Other,1,True,TDOT,JACKSON AVE,Principal Arterial,40.0,7.0,14,7.0,2.2347912207610032,TDOT
300874898,2023-03-22,2023-03-22 12:45:00,2023,3,Wednesday,12,35.20386,-89.82105,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,US HIGHWAY 64,Principal Arterial,45.0,6.0,15,1.0,4.986674637559392,TDOT
300878097,2023-04-06,2023-04-06 06:27:00,2023,4,Thursday,6,35.085983,-89.85877,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1182.873864419067,City of Memphis
300875739,2023-03-26,2023-03-26 21:50:00,2023,3,Sunday,21,35.09989,-90.00228,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1447.3328053001114,City of Memphis
300875746,2023-03-25,2023-03-25 16:55:00,2023,3,Saturday,16,35.092495,-90.05615,Possible Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,TDOT,S THIRD ST,Principal Arterial,40.0,7.0,14,6.0,0.7180355902577468,TDOT
300876380,2023-03-29,2023-03-29 17:00:00,2023,3,Wednesday,17,35.05001,-89.90168,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1738.4646345834503,City of Memphis
300879505,2023-04-12,2023-04-12 18:30:00,2023,4,Wednesday,18,35.142204,-90.03157,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,420.536277152444,City of Memphis
300876395,2023-03-29,2023-03-29 19:48:00,2023,3,Wednesday,19,35.175457,-89.96243,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1459.0911604214368,City of Memphis
300879516,2023-04-12,2023-04-12 18:00:00,2023,4,Wednesday,18,35.168312,-89.93514,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,824.7379924141774,City of Memphis
300880122,2023-03-14,2023-03-14 08:20:00,2023,3,Tuesday,8,35.206624,-89.884693,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
300880995,2023-04-19,2023-04-19 05:15:00,2023,4,Wednesday,5,35.051125,-89.907745,Suspected Serious Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1254.8226421787124,City of Memphis
300878161,2023-04-06,2023-04-06 11:00:00,2023,4,Thursday,11,35.150368,-90.05196,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,223.0766186052595,City of Memphis
300878467,2023-04-07,2023-04-07 15:38:00,2023,4,Friday,15,35.236225,-89.98338,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2291.6043612521376,City of Memphis
300864587,2023-01-27,2023-01-27 16:30:00,2023,1,Friday,16,35.232872,-89.99795,Possible Injury,Pedestrian,Not Intersection-Unknown,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1412.9423465350187,City of Memphis
300866127,2023-02-09,2023-02-09 17:07:00,2023,2,Thursday,17,35.123005,-89.939285,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,383.810444642701,City of Memphis
300880191,2023-04-10,2023-04-10 16:00:00,2023,4,Monday,16,35.05204,-89.922226,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,273.6434637764711,City of Memphis
300876719,2023-03-31,2023-03-31 07:00:00,2023,3,Friday,7,35.21745,-89.99367,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2715.563832112595,City of Memphis
300877888,2023-04-01,2023-04-01 19:06:00,2023,4,Saturday,19,35.108456,-89.98326,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,149.9888046060017,City of Memphis
300883690,2023-04-30,2023-04-30 21:30:00,2023,4,Sunday,21,35.020493,-89.93138,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,E SHELBY DR,Principal Arterial,45.0,7.0,175,3.0,17.80849345996554,TDOT
300887182,2023-05-16,2023-05-16 11:30:00,2023,5,Tuesday,11,35.16737,-89.93907,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Other,2,True,City of Memphis,,,,,,,636.7884202904314,City of Memphis
300883187,2023-04-28,2023-04-28 14:00:00,2023,4,Friday,14,35.133823,-90.019356,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,131.1164148318082,City of Memphis
300881771,2023-04-21,2023-04-21 18:49:00,2023,4,Friday,18,35.083454,-90.02569,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,649.8630810088302,City of Memphis
300886095,2023-05-04,2023-05-04 15:30:00,2023,5,Thursday,15,35.14951,-89.961494,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,SUMMER AVE,Principal Arterial,35.0,5.0,1,5.0,4.379760083186057,TDOT
300886894,2023-05-15,2023-05-15 09:33:00,2023,5,Monday,9,35.045006,-89.86637,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,2730.0775321468777,City of Memphis
300882927,2023-04-26,2023-04-26 20:32:00,2023,4,Wednesday,20,35.02035,-90.11504,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,SharedUsePathOrTrail,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1831.799895626469,City of Memphis
300885805,2023-05-04,2023-05-04 17:06:00,2023,5,Thursday,17,35.070385,-89.84312,No Injury,Other Non-Motorist,Not Intersection-Unknown,Intersection,Dawn,Angle,Other,1,True,City of Memphis,,,,,,,364.36802666290976,City of Memphis
300886915,2023-05-15,2023-05-15 08:05:00,2023,5,Monday,8,35.173313,-89.79301,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N GERMANTOWN PKWY,Principal Arterial,50.0,6.0,177,1.0,0.6877599333908799,TDOT
300883776,2023-04-30,2023-04-30 10:20:00,2023,4,Sunday,10,35.083588,-89.88082,No Injury,Other Non-Motorist,Not Intersection-Adjacent to Roadway,Non-Junction,Daylight,Front to Rear,Other,1,True,City of Memphis,,,,,,,451.7764123559363,City of Memphis
300883794,2023-05-01,2023-05-01 13:02:00,2023,5,Monday,13,35.11925,-90.03312,Possible Injury,Pedestrian,Intersection-In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,834.119729032533,City of Memphis
300885832,2023-05-10,2023-05-10 02:00:00,2023,5,Wednesday,2,35.145138,-90.031746,Possible Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,740.9813598882538,City of Memphis
300882979,2023-04-27,2023-04-27 17:55:00,2023,4,Thursday,17,35.14949,-89.96524,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,SUMMER AVE,Principal Arterial,35.0,5.0,1,5.0,13.063300452385402,TDOT
300882415,2023-04-25,2023-04-25 05:23:00,2023,4,Tuesday,5,35.02104,-89.98982,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,E SHELBY DR,Principal Arterial,40.0,7.0,175,3.0,5.227872065291814,TDOT
300883849,2023-05-01,2023-05-01 17:42:00,2023,5,Monday,17,35.115032,-90.02167,Possible Injury,Pedestrian,Not Intersection-In Parking Lane,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S BELLEVUE BLVD,Minor Arterial,35.0,5.0,3,4.0,0.2592798868583054,TDOT
300882747,2023-04-26,2023-04-26 17:37:00,2023,4,Wednesday,17,35.135654,-89.96237,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,WALNUT GROVE RD,Minor Arterial,35.0,5.0,23,5.0,4.942329606559473,TDOT
300886211,2023-05-12,2023-05-12 02:00:00,2023,5,Friday,2,35.061047,-90.03236,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,774.4398231760953,City of Memphis
300886213,2023-05-12,2023-05-12 03:03:00,2023,5,Friday,3,35.123184,-89.945435,Possible Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,503.8738062172272,City of Memphis
300882167,2023-04-24,2023-04-24 08:10:00,2023,4,Monday,8,35.097244,-89.93988,No Injury,Pedestrian,Not Intersection-Unknown,Unknown,Daylight,HeadOn,Other,1,True,City of Memphis,,,,,,,2017.459557895484,City of Memphis
300884189,2023-04-30,2023-04-30 01:00:00,2023,4,Sunday,1,35.084129,-89.889633,Possible Injury,Pedestrian,Intersection-Not on Roadway,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,Interstate (TDOT),,,,,,,1226.0700920204554,City of Memphis
300884824,2023-05-05,2023-05-05 21:00:00,2023,5,Friday,21,35.128174,-90.02656,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,339.2035670859705,City of Memphis
300883632,2023-04-30,2023-04-30 16:49:00,2023,4,Sunday,16,35.036205,-90.1047,Fatal,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2271.674102383874,City of Memphis
300883634,2023-04-30,2023-04-30 13:30:00,2023,4,Sunday,13,35.184483,-89.9309,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,62.02245407454848,City of Memphis
300885689,2023-05-09,2023-05-09 17:19:00,2023,5,Tuesday,17,35.211357,-89.918915,Suspected Minor Injury,Pedestrian,Not Intersection-Adjacent to Roadway,OtherLocation,Daylight,Angle,Other,1,True,TDOT,AUSTIN PEAY HWY,,50.0,3.0,14,1.0,0.5969438635021552,TDOT
300873442,2023-03-16,2023-03-16 04:59:00,2023,3,Thursday,4,35.068768,-89.96913,Fatal,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1779.4498281352942,City of Memphis
300883914,2023-05-01,2023-05-01 22:40:00,2023,5,Monday,22,35.128716,-90.02108,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S BELLEVUE BLVD,Minor Arterial,35.0,4.0,3,6.0,0.1613578382113724,TDOT
300881360,2023-04-20,2023-04-20 15:45:00,2023,4,Thursday,15,35.15624,-90.02306,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,140.63211426347766,City of Memphis
300885717,2023-05-09,2023-05-09 15:30:00,2023,5,Tuesday,15,35.15953,-90.026505,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,"Sideswipe, Opposite Direction",Other,1,True,City of Memphis,,,,,,,258.67721688281046,City of Memphis
300885125,2023-05-06,2023-05-06 14:55:00,2023,5,Saturday,14,35.104343,-90.009415,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,947.1017940906462,City of Memphis
300881376,2023-04-19,2023-04-19 21:15:00,2023,4,Wednesday,21,35.138245,-90.00941,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,229.2227628325109,City of Memphis
300881379,2023-04-20,2023-04-20 15:21:00,2023,4,Thursday,15,35.100845,-90.016815,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,177.98696987972278,City of Memphis
300887796,2023-05-18,2023-05-18 19:01:00,2023,5,Thursday,19,35.001698,-89.9577,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1907.9727581210984,City of Memphis
