MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash,InMemphis,Jurisdiction,StateRoute_NAME,StateRoute_F_System,StateRoute_SPDLIMIT,StateRoute_LANES,StateRoute_ALTNAME_1,StateRoute_Council_District,DistToStateRoute_m,Jurisdiction_prev
301006032,2025-03-12,2025-03-12 15:56:00,2025,3,Wednesday,15,35.201965,-89.73099,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,431.704344144954,City of Memphis
301001230,2025-02-12,2025-02-12 08:15:00,2025,2,Wednesday,8,35.155872,-90.04052,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,A W WILLIS AVE,,35.0,5.0,1,7.0,5.122845810334724,TDOT
301005936,2025-03-11,2025-03-11 22:08:00,2025,3,Tuesday,22,35.069364,-89.922177,Fatal,Pedestrian,Not Intersection-Unknown,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,906.1741083244316,City of Memphis
301008594,2025-03-26,2025-03-26 15:40:00,2025,3,Wednesday,15,35.145138,-90.031746,Possible Injury,Pedestrian,Not Intersection-Bike Path,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,740.9813598882538,City of Memphis
301010247,2025-04-04,2025-04-04 01:40:00,2025,4,Friday,1,35.161095,-89.99896,No Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Dark-Lighted,Unknown,Other,1,True,City of Memphis,,,,,,,33.54386973821784,City of Memphis
301009498,2025-03-31,2025-03-31 13:50:00,2025,3,Monday,13,35.116043,-89.93972,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1142.4933422853092,City of Memphis
301020107,2025-05-18,2025-05-18 03:00:00,2025,5,Sunday,3,35.005596,-89.830953,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301014717,2025-04-28,2025-04-28 01:40:00,2025,4,Monday,1,35.020542,-90.099464,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Unknown,Dark-Not Lighted,Unknown,Other,1,True,City of Memphis,,,,,,,797.8306166874935,City of Memphis
301014059,2025-04-23,2025-04-23 18:00:00,2025,4,Wednesday,18,35.17751,-89.95316,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1054.3640655587697,City of Memphis
300999941,2025-02-05,2025-02-05 00:27:00,2025,2,Wednesday,0,35.13684,-90.01668,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,6.0,23,6.0,5.167134976554254,TDOT
301019033,2025-05-19,2025-05-19 09:00:00,2025,5,Monday,9,35.229091,-89.810377,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
300996895,2025-01-17,2025-01-17 10:29:00,2025,1,Friday,10,35.135574,-89.96227,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,WALNUT GROVE RD,Minor Arterial,35.0,5.0,23,5.0,10.605768373547546,TDOT
301021512,2025-05-30,2025-05-30 18:05:00,2025,5,Friday,18,35.03755,-89.79731,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301023740,2025-06-17,2025-06-17 03:50:00,2025,6,Tuesday,3,35.008976,-89.9995,No Injury,Pedestrian,Not Intersection-Outside Traffic,Through Roadway,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,2,True,City of Memphis,,,,,,,1342.77346951389,City of Memphis
301023561,2025-06-09,2025-06-09 18:37:00,2025,6,Monday,18,35.009644,-89.84298,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301026096,2025-06-27,2025-06-27 21:30:00,2025,6,Friday,21,35.059555,-90.0246,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,47.81988845356644,City of Memphis
301025660,2025-06-28,2025-06-28 04:39:00,2025,6,Saturday,4,35.167934,-90.00019,Fatal,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,773.3552146447262,City of Memphis
301032076,2025-08-01,2025-08-01 10:30:00,2025,8,Friday,10,35.160454,-89.99635,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,JACKSON AVE,Principal Arterial,40.0,4.0,14,7.0,4.527703935839451,TDOT
300983611,2024-11-02,2024-11-02 12:54:00,2024,11,Saturday,12,35.233969,-89.80075,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301013416,2025-04-20,2025-04-20 15:02:00,2025,4,Sunday,15,35.195849,-89.871203,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301026847,2025-07-04,2025-07-04 21:24:00,2025,7,Friday,21,35.039665,-90.079409,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,733.8647761244813,City of Memphis
301034356,2025-08-18,2025-08-18 04:45:00,2025,8,Monday,4,35.148262,-90.043564,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N DANNY THOMAS BLVD,Principal Arterial,35.0,7.0,1,7.0,1.3282843086343044,TDOT
300991906,2024-12-04,2024-12-04 19:25:00,2024,12,Wednesday,19,35.148996,-90.048507,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N THIRD ST,Minor Arterial,35.0,3.0,3,6.0,2.567089212597538,TDOT
300962694,2024-06-13,2024-06-13 01:16:00,2024,6,Thursday,1,35.159723,-89.858915,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1541.3778928266115,City of Memphis
301000264,2025-02-04,2025-02-04 02:03:00,2025,2,Tuesday,2,35.035536,-89.797829,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301030303,2025-07-26,2025-07-26 04:59:00,2025,7,Saturday,4,35.170383,-89.86749,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,184.4845470893467,City of Memphis
301031687,2025-08-02,2025-08-02 23:07:00,2025,8,Saturday,23,35.104187,-90.05545,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1,True,TDOT,S THIRD ST,Principal Arterial,40.0,4.0,14,6.0,0.4892840224338394,TDOT
301031510,2025-08-01,2025-08-01 02:15:00,2025,8,Friday,2,35.09891,-90.06958,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1269.8235074375891,City of Memphis
301034223,2025-08-16,2025-08-16 23:05:00,2025,8,Saturday,23,35.090984,-89.840256,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,812.7280369721036,City of Memphis
301014505,2025-04-26,2025-04-26 12:50:00,2025,4,Saturday,12,35.072969,-90.027998,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,Interstate (TDOT),,,,,,,645.9699922068468,City of Memphis
301031268,2025-07-31,2025-07-31 14:10:00,2025,7,Thursday,14,35.04631,-89.90489,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1369.197111946504,City of Memphis
301033376,2025-08-12,2025-08-12 07:18:00,2025,8,Tuesday,7,35.062172,-89.91987,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1019.0137579419746,City of Memphis
300968447,2024-07-31,2024-07-31 05:45:00,2024,7,Wednesday,5,35.038504,-89.917171,Fatal,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,LAMAR AVE,Principal Arterial,55.0,2.0,4,3.0,3.536120941938502,TDOT
300978520,2024-10-04,2024-10-04 22:18:00,2024,10,Friday,22,35.107965,-89.966871,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1218.356804107337,City of Memphis
301033148,2025-08-08,2025-08-08 23:56:00,2025,8,Friday,23,35.143787,-90.035126,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,557.6248705206299,City of Memphis
301032024,2025-08-04,2025-08-04 21:00:00,2025,8,Monday,21,35.10065,-90.04417,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1040.5757785637093,City of Memphis
301029922,2025-07-22,2025-07-22 21:14:00,2025,7,Tuesday,21,35.02085,-89.96364,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,E SHELBY DR,Principal Arterial,45.0,6.0,175,3.0,4.939292728999726,TDOT
300997390,2025-01-19,2025-01-19 18:57:00,2025,1,Sunday,18,35.05229,-89.953426,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Dark-Lighted,Front to Rear,Other,1,True,City of Memphis,,,,,,,1759.2970819753666,City of Memphis
301033189,2025-08-10,2025-08-10 01:02:00,2025,8,Sunday,1,35.055305,-89.83002,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Not Lighted,Front to Rear,Other,1,True,TDOT,STATE ROUTE 385,Freeway and Expressway,65.0,3.0,NONCONNAH PKWY,2.0,6.661145048767263,TDOT
301032519,2025-08-07,2025-08-07 10:12:00,2025,8,Thursday,10,35.053303,-90.020355,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,427.03446224279,City of Memphis
301034117,2025-08-16,2025-08-16 00:00:00,2025,8,Saturday,99,35.13734,-90.02782,Possible Injury,Pedestrian,Intersection-Unknown,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,71.60708275847136,City of Memphis
301032286,2025-08-05,2025-08-05 14:40:00,2025,8,Tuesday,14,35.133526,-90.026024,Suspected Minor Injury,Pedestrian,Not Intersection-Bike Path,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S SOMERVILLE ST,Minor Arterial,30.0,2.0,208,6.0,0.26085308309956,TDOT
301032288,2025-08-06,2025-08-06 03:59:00,2025,8,Wednesday,3,35.105316,-89.87507,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,POPLAR AVE,Principal Arterial,40.0,6.0,57,5.0,10.0314716516398,TDOT
300919809,2023-10-27,2023-10-27 13:46:00,2023,10,Friday,13,35.07241,-89.90506,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2441.227577168886,City of Memphis
301000434,2025-02-07,2025-02-07 14:00:00,2025,2,Friday,14,35.08563,-89.895996,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1829.4914980876067,City of Memphis
301028225,2025-07-14,2025-07-14 00:42:00,2025,7,Monday,0,35.090973,-89.966515,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,LAMAR AVE,Principal Arterial,40.0,5.0,4,4.0,2.337784105419075,TDOT
300981903,2024-10-25,2024-10-25 22:50:00,2024,10,Friday,22,35.217547,-90.003422,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1983.975775523885,City of Memphis
300958953,2024-05-26,2024-05-26 02:42:00,2024,5,Sunday,2,35.204327,-89.77222,Fatal,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Dark-Lighted,Front to Rear,Other,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301027786,2025-07-10,2025-07-10 22:25:00,2025,7,Thursday,22,35.13366,-89.95719,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,TDOT,WALNUT GROVE RD,Minor Arterial,35.0,5.0,23,5.0,5.104622943535271,TDOT
301013733,2025-04-22,2025-04-22 16:03:00,2025,4,Tuesday,16,35.185863,-90.03467,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,True,City of Memphis,,,,,,,61.72156933326544,City of Memphis
301009007,2025-03-28,2025-03-28 20:35:00,2025,3,Friday,20,35.1619,-89.91725,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1436.188203390204,City of Memphis
300998274,2025-01-25,2025-01-25 20:05:00,2025,1,Saturday,20,35.0698,-89.90615,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2364.2988612936333,City of Memphis
301023804,2025-06-16,2025-06-16 16:36:00,2025,6,Monday,16,35.137383,-89.99691,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,273.8099261857298,City of Memphis
301021288,2025-06-03,2025-06-03 17:30:00,2025,6,Tuesday,17,35.206932,-89.894615,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,COVINGTON PIKE,,45.0,5.0,204,1.0,0.2470366706011792,TDOT
301015072,2025-04-30,2025-04-30 01:46:00,2025,4,Wednesday,1,35.035324,-90.028435,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,298.43644127731847,City of Memphis
300884596,2023-05-03,2023-05-03 22:56:00,2023,5,Wednesday,22,35.14032,-90.042816,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,5.0,3,6.0,4.7593011686582045,TDOT
301015225,2025-04-29,2025-04-29 20:53:00,2025,4,Tuesday,20,35.111393,-89.94591,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1781.7348307392558,City of Memphis
301013655,2025-04-22,2025-04-22 07:45:00,2025,4,Tuesday,7,35.086067,-90.04352,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1209.3229836805658,City of Memphis
300998409,2025-01-26,2025-01-26 19:58:00,2025,1,Sunday,19,35.199635,-89.970535,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,3856.1147361499393,City of Memphis
301008995,2025-03-28,2025-03-28 11:00:00,2025,3,Friday,11,35.02928,-90.10389,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Daylight,Angle,Other,1,True,City of Memphis,,,,,,,1726.1842346590188,City of Memphis
301014935,2025-04-28,2025-04-28 21:01:00,2025,4,Monday,21,35.047585,-90.05515,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,656.6458298664352,City of Memphis
300885046,2023-05-06,2023-05-06 15:30:00,2023,5,Saturday,15,35.07442,-90.0204,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Crossover-Related,Daylight,HeadOn,Other,1,True,TDOT,ELVIS PRESLEY BLVD,Minor Arterial,40.0,4.0,3,6.0,1.128851214440004,TDOT
301028211,2025-07-12,2025-07-12 15:00:00,2025,7,Saturday,15,35.06351,-90.08579,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,2419.738448328592,City of Memphis
301010896,2025-04-07,2025-04-07 15:19:00,2025,4,Monday,15,35.133526,-90.01683,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,362.2448422816952,City of Memphis
301023677,2025-06-16,2025-06-16 20:20:00,2025,6,Monday,20,35.051144,-89.90897,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,OtherLocation,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1153.400102153425,City of Memphis
300999434,2025-02-01,2025-02-01 18:55:00,2025,2,Saturday,18,35.0209,-90.04297,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,E SHELBY DR,Minor Arterial,45.0,5.0,175,6.0,2.681585256962085,TDOT
300915020,2023-10-03,2023-10-03 22:22:00,2023,10,Tuesday,22,35.149506,-89.961494,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,SUMMER AVE,Principal Arterial,35.0,5.0,1,5.0,4.823484615823421,TDOT
301030240,2025-07-24,2025-07-24 16:59:00,2025,7,Thursday,16,35.057636,-90.0079,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1488.2400839837455,City of Memphis
301025747,2025-06-28,2025-06-28 20:53:00,2025,6,Saturday,20,35.15456,-89.94772,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,566.7456586751715,City of Memphis
301008011,2025-03-22,2025-03-22 22:07:00,2025,3,Saturday,22,35.0759,-89.932205,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,57.350111346696224,City of Memphis
301007819,2025-03-22,2025-03-22 16:10:00,2025,3,Saturday,16,35.02889,-90.024475,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,64.65236465367086,City of Memphis
301013458,2025-04-02,2025-04-02 00:00:00,2025,4,Wednesday,99,35.19879,-89.80249,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,651.3819919598924,City of Memphis
301014668,2025-04-27,2025-04-27 17:40:00,2025,4,Sunday,17,35.168312,-90.04036,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,381.5128613923146,City of Memphis
301013248,2025-04-20,2025-04-20 03:20:00,2025,4,Sunday,3,35.14164,-90.05446,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,139.794298571818,City of Memphis
301030414,2025-07-23,2025-07-23 23:29:00,2025,7,Wednesday,23,35.107666,-90.06093,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,510.33376293860863,City of Memphis
301032307,2025-08-01,2025-08-01 05:15:00,2025,8,Friday,5,35.16334,-89.710815,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
301013096,2025-04-19,2025-04-19 03:53:00,2025,4,Saturday,3,35.2183,-89.99371,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2658.642836800811,City of Memphis
301001045,2025-02-11,2025-02-11 05:35:00,2025,2,Tuesday,5,35.133278,-89.963135,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,POPLAR AVE,Principal Arterial,40.0,7.0,57,5.0,4.569781385380724,TDOT
301026397,2025-06-29,2025-06-29 12:00:00,2025,6,Sunday,12,35.033394,-90.02169,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,317.7795536561691,City of Memphis
300996957,2025-01-16,2025-01-16 12:00:00,2025,1,Thursday,12,35.147495,-90.0491,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N THIRD ST,Minor Arterial,35.0,3.0,3,6.0,3.9810904602981614,TDOT
301028195,2025-07-12,2025-07-12 22:25:00,2025,7,Saturday,22,35.10413,-89.949196,Suspected Minor Injury,Pedestrian,Not Intersection-In Parking Lane,Non-Junction,Dark-Lighted,Other,Other,1,True,City of Memphis,,,,,,,2133.372455340018,City of Memphis
301002891,2025-02-23,2025-02-23 02:35:00,2025,2,Sunday,2,35.061672,-90.02984,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,561.8190503643046,City of Memphis
301001042,2025-02-11,2025-02-11 22:34:00,2025,2,Tuesday,22,35.087887,-89.92635,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,937.5903801861378,City of Memphis
301007887,2025-03-21,2025-03-21 12:00:00,2025,3,Friday,12,35.086445,-89.96528,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,181.51106212593152,City of Memphis
301019239,2025-05-20,2025-05-20 21:30:00,2025,5,Tuesday,21,35.160954,-90.03138,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,417.4940828956947,City of Memphis
301003366,2025-02-25,2025-02-25 20:30:00,2025,2,Tuesday,20,35.033012,-90.02144,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,340.6193832990594,City of Memphis
301007288,2025-03-19,2025-03-19 21:40:00,2025,3,Wednesday,21,35.073933,-89.94833,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,LAMAR AVE,Principal Arterial,40.0,7.0,4,4.0,2.79684535087121,TDOT
